timestamp,datetime,session_id,avg_ear,distance_cm,shoulder_tilt,head_pitch,head_yaw,drowsiness_detected,posture_status
,,,,,,,,,
1764162066.1875722,2025-11-26 20:01:06,dd3e85f2,False,unknown
1764162067.1926527,2025-11-26 20:01:07,dd3e85f2,False,unknown
1764162068.1998336,2025-11-26 20:01:08,dd3e85f2,0.3853598494646753,50.94896101906085,-1.0485048767612284,-4.735749617415621,-7.046114575730144,False,good
1764162069.2042916,2025-11-26 20:01:09,dd3e85f2,0.3930673428886975,51.01918468348409,-1.6902331903954178,-5.000757171770289,-7.49027089854502,False,good
1764162070.2150013,2025-11-26 20:01:10,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162071.2261472,2025-11-26 20:01:11,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162072.2350597,2025-11-26 20:01:12,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162073.2427232,2025-11-26 20:01:13,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162074.2512991,2025-11-26 20:01:14,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162075.2600667,2025-11-26 20:01:15,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162076.266096,2025-11-26 20:01:16,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162077.2742033,2025-11-26 20:01:17,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162078.2769415,2025-11-26 20:01:18,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162079.283883,2025-11-26 20:01:19,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162080.288806,2025-11-26 20:01:20,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162081.2918174,2025-11-26 20:01:21,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162082.3018801,2025-11-26 20:01:22,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162083.3038042,2025-11-26 20:01:23,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162084.4178545,2025-11-26 20:01:24,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162085.42084,2025-11-26 20:01:25,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162086.4272711,2025-11-26 20:01:26,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162087.4419725,2025-11-26 20:01:27,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162088.4438689,2025-11-26 20:01:28,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162089.4506686,2025-11-26 20:01:29,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162090.459414,2025-11-26 20:01:30,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162091.4626057,2025-11-26 20:01:31,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162092.469023,2025-11-26 20:01:32,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162093.4788206,2025-11-26 20:01:33,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162094.4835565,2025-11-26 20:01:34,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162095.497483,2025-11-26 20:01:35,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162096.5085115,2025-11-26 20:01:36,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162097.5143342,2025-11-26 20:01:37,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162098.5244732,2025-11-26 20:01:38,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162099.5374696,2025-11-26 20:01:39,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162100.5436704,2025-11-26 20:01:40,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162101.5454462,2025-11-26 20:01:41,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
1764162102.547949,2025-11-26 20:01:42,dd3e85f2,0.3287668994529181,50.0,-4.214354486672477,-1.7168407117105744,-5.5238064775144835,False,good
