timestamp,datetime,session_id,avg_ear,distance_cm,shoulder_tilt,head_pitch,head_yaw,drowsiness_detected,posture_status
,,,,,,,,,
1764161717.016181,2025-11-26 19:55:17,730648c3,False,unknown
1764161718.029047,2025-11-26 19:55:18,730648c3,False,unknown
1764161719.0348718,2025-11-26 19:55:19,730648c3,0.3753694903155095,58.869779547014645,-11.468825337875785,-1.2064779188456782,-0.9122449111371225,False,good
1764161720.0419548,2025-11-26 19:55:20,730648c3,0.37093044456796065,58.55791257713704,-10.34683546675086,-7.082282849721935,-0.4563037113249493,False,good
1764161721.0560105,2025-11-26 19:55:21,730648c3,0.3535991993524784,60.083883352974496,-7.424391588924323,-0.9889230887230269,-4.255582283911792,False,good
1764161722.0645409,2025-11-26 19:55:22,730648c3,0.3532382480997731,60.04141912966402,-8.690477597656098,-6.230058074218732,-5.21177513238257,False,good
1764161723.0752773,2025-11-26 19:55:23,730648c3,0.35555961552822973,58.614431729384734,-7.684480051991358,-2.0516325142044423,-4.174329121092711,False,good
1764161724.0854993,2025-11-26 19:55:24,730648c3,0.29962284583253707,58.418451707415855,-2.859256264993462,-3.9183787492665374,-5.94260823586751,False,good
1764161725.0977042,2025-11-26 19:55:25,730648c3,0.35367292846598164,58.55914901322307,-2.3275847073350633,-5.69653370406175,-3.806520111587645,False,good
1764161726.1122382,2025-11-26 19:55:26,730648c3,0.33717258633585256,58.57548770400186,-2.3722170245272025,-5.721430159307658,-3.9963139252942597,False,good
1764161727.1262136,2025-11-26 19:55:27,730648c3,0.33717258633585256,58.57548770400186,-2.3722170245272025,-5.721430159307658,-3.9963139252942597,False,good
1764161728.1302137,2025-11-26 19:55:28,730648c3,0.304287477860175,58.94793216480623,-2.4262438754920765,-5.9663413689828815,-4.170398981213992,False,good
1764161729.1385136,2025-11-26 19:55:29,730648c3,0.3405433668970426,58.67277831452477,-2.517039606885618,-5.551362542232198,-3.876212426199089,False,good
1764161730.141661,2025-11-26 19:55:30,730648c3,0.3353172067411577,60.16572588789646,-2.6780607103087846,-5.988088789434585,-4.37334069165496,False,good
1764161731.1473413,2025-11-26 19:55:31,730648c3,0.19965659242020578,57.10824239083528,-2.3587117506365303,-2.9295848765104324,-3.525012729829541,False,good
1764161732.161851,2025-11-26 19:55:32,730648c3,0.35689658898736665,59.761118162930636,-2.1755303002739197,-2.9739204432891313,-2.953835207588611,False,good
1764161733.1758592,2025-11-26 19:55:33,730648c3,0.3432063297409562,60.328179143336186,-2.2205136271898027,-3.181295963366324,-3.0663705308489853,False,good
1764161734.1763763,2025-11-26 19:55:34,730648c3,0.31930204839628584,61.613700580663064,-2.1723562777991106,-1.6225391880284405,-4.47637369729398,False,good
1764161735.1876867,2025-11-26 19:55:35,730648c3,0.4039410048205425,60.59409550598175,-2.1306237974442865,-0.6497833115642493,-4.6087173115874975,False,good
1764161736.200643,2025-11-26 19:55:36,730648c3,0.37779766763472394,59.44333148433584,-2.0396770886555373,-2.4801154925002606,-2.2928427581499307,False,good
1764161737.4147806,2025-11-26 19:55:37,730648c3,0.35176014021593704,59.20076045297378,-2.0926266347050273,-5.6633744736925,-1.098179884538979,False,good
1764161738.4163084,2025-11-26 19:55:38,730648c3,0.33862171028260724,59.49192629672891,-2.2664403132786504,-6.840484865200949,-1.4274544144761308,False,good
1764161739.4284613,2025-11-26 19:55:39,730648c3,0.34638462879570997,59.20608201397817,-2.4193715701138103,-7.860571921548001,-1.9927073689742087,False,good
1764161740.437978,2025-11-26 19:55:40,730648c3,0.3319667998121014,59.68043059473131,-2.208696683554706,-7.30992312256879,-2.2823818325803416,False,good
1764161741.444889,2025-11-26 19:55:41,730648c3,0.2962223190311772,59.21294091227444,-2.0481515931556373,-5.629322374661058,-2.447808278944194,False,good
1764161742.4554558,2025-11-26 19:55:42,730648c3,0.32390017522958997,58.82316106799537,-3.2565488723099065,-8.877721347121337,-3.5596461809208506,False,good
1764161743.4563274,2025-11-26 19:55:43,730648c3,0.3455818724998774,58.956861981278955,-3.5789554714307883,-0.10210905398491832,-4.242535523266895,False,good
1764161744.4612696,2025-11-26 19:55:44,730648c3,0.3140964240504658,60.141067385688885,-4.756426818032338,-1.6475907291814167,-2.6722203607452855,False,good
1764161745.470268,2025-11-26 19:55:45,730648c3,0.2442553190091129,60.119970356899906,-4.997708967710082,-3.246525287185591,-2.2243823562312457,False,good
1764161746.4728036,2025-11-26 19:55:46,730648c3,0.33188085567560904,59.438735886407606,-5.164422418078857,-3.9769930094035715,-1.8811731160780312,False,good
