session_id,start_time,end_time,duration_minutes,total_blinks,avg_blink_rate,avg_ear,avg_distance_cm,drowsiness_events,posture_alerts,bad_posture_percentage,eye_fatigue_percentage,total_frames,fps_avg,success_rate
,,,,,,,,,,,,,,
20251125_210505,2025-11-25T21:05:05.368073,2025-11-25T21:05:29.987056,0.41,8,19.5,0.3607,53.76,0,0,0,10,509,20.43,98.82
